Date,Open,High,Low,Close,Volume
26/1/2022,163.5,164.39,157.82,159.69,108275308
27/1/2022,162.45,163.84,158.28,159.22,121954638
28/1/2022,165.71,170.35,162.8,170.33,179935660
31/1/2022,170.16,175,169.51,174.78,115541590
1/2/2022,174.01,174.84,172.31,174.61,86213911
2/2/2022,174.75,175.88,173.33,175.84,84914256
3/2/2022,174.48,176.24,172.12,172.9,89418074
4/2/2022,171.68,174.1,170.68,172.39,82465400
7/2/2022,172.86,173.95,170.95,171.66,77251204
8/2/2022,171.73,175.35,171.43,174.83,74829217
9/2/2022,176.05,176.65,174.9,176.28,71285038
10/2/2022,174.14,175.48,171.55,172.12,90865899
11/2/2022,172.33,173.08,168.04,168.64,98670687
14/2/2022,167.37,169.58,166.56,168.88,86185530
15/2/2022,170.97,172.95,170.25,172.79,64286320
16/2/2022,171.85,173.34,170.05,172.55,61177398
17/2/2022,171.03,171.91,168.47,168.88,69589344
18/2/2022,169.82,170.54,166.19,167.3,82772674
22/2/2022,164.98,166.69,162.15,164.32,91162758
23/2/2022,165.54,166.15,159.75,160.07,90009247
24/2/2022,152.58,162.85,152,162.74,141147540
25/2/2022,163.84,165.12,160.87,164.85,91974222
28/2/2022,163.06,165.42,162.43,165.12,95056629
1/3/2022,164.7,166.6,161.97,163.2,83474425
2/3/2022,164.39,167.36,162.95,166.56,79724750
3/3/2022,168.47,168.91,165.55,166.23,76678441
4/3/2022,164.49,165.55,162.1,163.17,83819592
7/3/2022,163.36,165.02,159.04,159.3,96418845
8/3/2022,158.82,162.88,155.8,157.44,131148280
9/3/2022,161.48,163.41,159.41,162.95,91454905
10/3/2022,160.2,160.39,155.98,158.52,105342033
11/3/2022,158.93,159.28,154.5,154.73,96970102
14/3/2022,151.45,154.12,150.1,150.62,108732111
15/3/2022,150.9,155.57,150.38,155.09,92964302
16/3/2022,157.05,160,154.46,159.59,102300157
17/3/2022,158.61,161,157.63,160.62,75615376
18/3/2022,160.51,164.48,159.76,163.98,123511692
21/3/2022,163.51,166.35,163.01,165.38,95811352
22/3/2022,165.51,169.42,164.91,168.82,81532007
23/3/2022,167.99,172.64,167.65,170.21,98062674
24/3/2022,171.06,174.14,170.21,174.07,90131418
25/3/2022,173.88,175.28,172.75,174.72,80546156
28/3/2022,172.17,175.73,172,175.6,90371916
29/3/2022,176.69,179.01,176.34,178.96,100589440
30/3/2022,178.55,179.61,176.7,177.77,92633154
31/3/2022,177.84,178.03,174.4,174.61,103049285
1/4/2022,174.03,174.88,171.94,174.31,78751328
4/4/2022,174.57,178.49,174.44,178.44,76545983
5/4/2022,177.5,178.3,174.42,175.06,73401786
6/4/2022,172.36,173.63,170.13,171.83,89058782
7/4/2022,171.16,173.36,169.85,172.14,77594650
8/4/2022,171.78,171.78,169.2,170.09,76575508
11/4/2022,168.71,169.03,165.5,165.75,72246706
12/4/2022,168.02,169.87,166.64,167.66,79265181
13/4/2022,167.39,171.04,166.77,170.4,70618925
14/4/2022,170.62,171.27,165.04,165.29,75329376
18/4/2022,163.92,166.6,163.57,165.07,69023941
19/4/2022,165.02,167.82,163.91,167.4,67723833
20/4/2022,168.76,168.88,166.1,167.23,67929814
21/4/2022,168.91,171.53,165.91,166.42,87227768
22/4/2022,166.46,167.87,161.5,161.79,84882424
25/4/2022,161.12,163.17,158.46,162.88,96046376
26/4/2022,162.25,162.34,156.72,156.8,95623240
27/4/2022,155.91,159.79,155.38,156.57,88063191
28/4/2022,159.25,164.52,158.93,163.64,130216792
29/4/2022,161.84,166.2,157.25,157.65,131747571
2/5/2022,156.71,158.23,153.27,157.96,123055265
3/5/2022,158.15,160.71,156.32,159.48,88966526
4/5/2022,159.67,166.48,159.26,166.02,108256503
5/5/2022,163.85,164.08,154.95,156.77,130525275
6/5/2022,156.01,159.44,154.18,157.28,116124647
9/5/2022,154.93,155.83,151.49,152.06,131577921
10/5/2022,155.52,156.74,152.93,154.51,115366736
11/5/2022,153.5,155.45,145.81,146.5,142689825
12/5/2022,142.77,146.2,138.8,142.56,182602041
13/5/2022,144.59,148.1,143.11,147.11,113990852
16/5/2022,145.55,147.52,144.18,145.54,86643781
17/5/2022,148.86,149.77,146.68,149.24,78336254
18/5/2022,146.85,147.36,139.9,140.82,109742890
19/5/2022,139.88,141.66,136.6,137.35,136095640
20/5/2022,139.09,140.7,132.61,137.59,137426125
23/5/2022,137.79,143.26,137.65,143.11,117726265
24/5/2022,140.81,141.97,137.33,140.36,104132746
25/5/2022,138.43,141.79,138.34,140.52,92482696
26/5/2022,137.39,144.34,137.14,143.78,90601548
27/5/2022,145.39,149.68,145.26,149.64,90978503
31/5/2022,149.07,150.66,146.84,148.84,103718416
1/6/2022,149.9,151.74,147.68,148.71,74286635
2/6/2022,147.83,151.27,146.86,151.21,72348055
3/6/2022,146.9,147.97,144.46,145.38,88570289
6/6/2022,147.03,148.57,144.9,146.14,71598380
7/6/2022,144.35,149,144.1,148.71,67808150
8/6/2022,148.58,149.87,147.46,147.96,53950201
9/6/2022,147.08,147.95,142.53,142.64,69472976
10/6/2022,140.28,140.76,137.06,137.13,91566637
13/6/2022,132.87,135.2,131.44,131.88,122207099
14/6/2022,133.13,133.89,131.48,132.76,84784326
15/6/2022,134.29,137.34,132.16,135.43,91532972
16/6/2022,132.08,132.39,129.04,130.06,107961508
17/6/2022,130.07,133.08,129.81,131.56,134520290
21/6/2022,133.42,137.06,133.32,135.87,81000488
22/6/2022,134.79,137.76,133.91,135.35,73409234
23/6/2022,136.82,138.59,135.63,138.27,72433768
24/6/2022,139.9,141.91,139.77,141.66,89116837
27/6/2022,142.7,143.49,140.97,141.66,70207908
28/6/2022,142.13,143.42,137.32,137.44,67315328
29/6/2022,137.46,140.67,136.67,139.23,66242411
30/6/2022,137.25,138.37,133.77,136.72,98964467
1/7/2022,136.04,139.04,135.66,138.93,71051552
5/7/2022,137.77,141.61,136.93,141.56,73429641
6/7/2022,141.35,144.12,141.08,142.92,74064254
7/7/2022,143.29,146.55,143.28,146.35,66253709
8/7/2022,145.26,147.55,145,147.04,64547798
11/7/2022,145.67,146.64,143.78,144.87,63305113
12/7/2022,145.76,148.45,145.05,145.86,77588759
13/7/2022,142.99,146.45,142.12,145.49,71185560
14/7/2022,144.08,148.95,143.25,148.47,78140744
15/7/2022,149.78,150.86,148.2,150.17,76259931
18/7/2022,150.74,151.57,146.7,147.07,81420868
19/7/2022,147.92,151.23,146.91,151,82982367
20/7/2022,151.12,153.72,150.37,153.04,64823413
21/7/2022,154.5,155.57,151.94,155.35,65086636
22/7/2022,155.39,156.28,153.41,154.09,66675408
25/7/2022,154.01,155.04,152.28,152.95,53623945
26/7/2022,152.26,153.09,150.8,151.6,55138691
27/7/2022,152.58,157.33,152.16,156.79,78620688
28/7/2022,156.98,157.64,154.41,157.35,81378731
29/7/2022,161.24,163.63,159.5,162.51,101786860
1/8/2022,161.01,163.59,160.89,161.51,67829379
2/8/2022,160.1,162.41,159.63,160.01,59907025
3/8/2022,160.84,166.59,160.75,166.13,82507488
4/8/2022,166.01,167.19,164.43,165.81,55474144
5/8/2022,163.21,165.85,163,165.35,56696985
8/8/2022,166.37,167.81,164.2,164.87,60362338
9/8/2022,164.02,165.82,163.25,164.92,63135503
10/8/2022,167.68,169.34,166.9,169.24,70170540
11/8/2022,170.06,170.99,168.19,168.49,57149159
12/8/2022,169.82,172.17,169.4,172.1,68039382
15/8/2022,171.52,173.39,171.35,173.19,54091694
16/8/2022,172.78,173.71,171.66,173.03,56377050
17/8/2022,172.77,176.15,172.57,174.55,79542037
18/8/2022,173.75,174.9,173.12,174.15,62290075
19/8/2022,173.03,173.74,171.31,171.52,70346295
22/8/2022,169.69,169.86,167.14,167.57,69026809
23/8/2022,167.08,168.71,166.65,167.23,54147079
24/8/2022,167.32,168.11,166.25,167.53,53841524
25/8/2022,168.78,170.14,168.35,170.03,51218209
26/8/2022,170.57,171.05,163.56,163.62,78960980
29/8/2022,161.15,162.9,159.82,161.38,73313953
30/8/2022,162.13,162.56,157.72,158.91,77906197
31/8/2022,160.31,160.58,157.14,157.22,87991091
1/9/2022,156.64,158.42,154.67,157.96,74229896
2/9/2022,159.75,160.36,154.97,155.81,76957768
6/9/2022,156.47,157.09,153.69,154.53,73714843
7/9/2022,154.82,156.67,153.61,155.96,87449574
8/9/2022,154.64,156.36,152.68,154.46,84923847
9/9/2022,155.47,157.82,154.75,157.37,68081006
12/9/2022,159.59,164.26,159.3,163.43,104955962
13/9/2022,159.9,160.54,153.37,153.84,122656614
14/9/2022,154.79,157.1,153.61,155.31,87965409
15/9/2022,154.65,155.24,151.38,152.37,90481110
16/9/2022,151.21,151.35,148.37,150.7,162278841
19/9/2022,149.31,154.56,149.1,154.48,81474246
20/9/2022,153.4,158.08,153.08,156.9,107689796
21/9/2022,157.34,158.74,153.6,153.72,101696790
22/9/2022,152.38,154.47,150.91,152.74,86652542
23/9/2022,151.19,151.47,148.56,150.43,96029909
26/9/2022,149.66,153.77,149.64,150.77,93339409
27/9/2022,152.74,154.72,149.95,151.76,84442741
28/9/2022,147.64,150.64,144.84,149.84,146691387
29/9/2022,146.1,146.72,140.68,142.48,128138237
30/9/2022,141.28,143.1,138,138.2,124925274
3/10/2022,138.21,143.07,137.69,142.45,114311663
4/10/2022,145.03,146.22,144.26,146.1,87830064
5/10/2022,144.07,147.38,143.01,146.4,79470968
6/10/2022,145.81,147.54,145.22,145.43,68402169
7/10/2022,142.54,143.1,139.45,140.09,85925559
10/10/2022,140.42,141.89,138.57,140.42,74899002
11/10/2022,139.9,141.35,138.22,138.98,77033672
12/10/2022,139.13,140.36,138.16,138.34,70433744
13/10/2022,134.99,143.59,134.37,142.99,113223975
14/10/2022,144.31,144.52,138.19,138.38,88597969
17/10/2022,141.07,142.9,140.27,142.41,85250939
18/10/2022,145.49,146.7,140.61,143.75,99136610
19/10/2022,141.69,144.95,141.5,143.86,61758340
20/10/2022,143.02,145.89,142.65,143.39,64521989
21/10/2022,142.87,147.85,142.65,147.27,86548609
24/10/2022,147.19,150.23,146,149.45,75981918
25/10/2022,150.09,152.49,149.36,152.34,74732290
26/10/2022,150.96,151.99,148.04,149.35,88436172
27/10/2022,148.07,149.05,144.13,144.8,109180150
28/10/2022,148.2,157.5,147.82,155.74,164762371
31/10/2022,153.16,154.24,151.92,153.34,97943171
1/11/2022,155.08,155.45,149.13,150.65,80379345
2/11/2022,148.95,152.17,145,145.03,93604623
3/11/2022,142.06,142.8,138.75,138.88,97918516
4/11/2022,142.09,142.67,134.38,138.38,140814796
7/11/2022,137.11,139.15,135.67,138.92,83374628
8/11/2022,140.41,141.43,137.49,139.5,89908477
9/11/2022,138.5,138.55,134.59,134.87,74917794
10/11/2022,141.24,146.87,139.5,146.87,118854028
11/11/2022,145.82,150.01,144.37,149.7,93979665
14/11/2022,148.97,150.28,147.43,148.28,73374114
15/11/2022,152.22,153.59,148.56,150.04,89868332
16/11/2022,149.13,149.87,147.29,148.79,64218266
17/11/2022,146.43,151.48,146.15,150.72,80389400
18/11/2022,152.31,152.7,149.97,151.29,74829573
21/11/2022,150.16,150.37,147.72,148.01,58724070
22/11/2022,148.13,150.42,146.93,150.18,51804132
23/11/2022,149.45,151.83,149.34,151.07,58301395
25/11/2022,148.31,148.88,147.12,148.11,35195860
28/11/2022,145.14,146.64,143.38,144.22,69346522
29/11/2022,144.29,144.81,140.35,141.17,83763803
30/11/2022,141.4,148.72,140.55,148.03,111380880
1/12/2022,148.21,149.13,146.61,148.31,71250416
2/12/2022,145.96,148,145.65,147.81,65447446
5/12/2022,147.77,150.92,145.77,146.63,68826442
6/12/2022,147.07,147.3,141.92,142.91,64727186
7/12/2022,142.19,143.37,140,140.94,69721094
8/12/2022,142.36,143.52,141.1,142.65,62128338
9/12/2022,142.34,145.57,140.9,142.16,76097011
12/12/2022,142.7,144.5,141.06,144.49,70462654
13/12/2022,149.5,149.97,144.24,145.47,93886161
14/12/2022,145.35,146.66,141.16,143.21,82291182
15/12/2022,141.11,141.8,136.03,136.5,98931907
16/12/2022,136.69,137.65,133.73,134.51,160156900
19/12/2022,135.11,135.2,131.32,132.37,79592614
20/12/2022,131.39,133.25,129.89,132.3,77432819
21/12/2022,132.98,136.81,132.75,135.45,85927993
22/12/2022,134.35,134.56,130.3,132.23,77852108
23/12/2022,130.92,132.42,129.64,131.86,63814893
27/12/2022,131.38,131.41,128.72,130.03,69007830
28/12/2022,129.67,131.03,125.87,126.04,85438391
29/12/2022,127.99,130.48,127.73,129.61,75703710
30/12/2022,128.41,129.95,127.43,129.93,77034209
3/1/2023,130.28,130.9,124.17,125.07,112117471
4/1/2023,126.89,128.66,125.08,126.36,89113633
5/1/2023,127.13,127.77,124.76,125.02,80962708
6/1/2023,126.01,130.29,124.89,129.62,87754715
9/1/2023,130.47,133.41,129.89,130.15,70790813
10/1/2023,130.26,131.26,128.12,130.73,63896155
11/1/2023,131.25,133.51,130.46,133.49,69458949
12/1/2023,133.88,134.26,131.44,133.41,71379648
13/1/2023,132.03,134.92,131.66,134.76,57809719
17/1/2023,134.83,137.29,134.13,135.94,63646627
18/1/2023,136.82,138.61,135.03,135.21,69672800
19/1/2023,134.08,136.25,133.77,135.27,58280413
20/1/2023,135.28,138.02,134.22,137.87,80223626
23/1/2023,138.12,143.32,137.9,141.11,81760313
24/1/2023,140.31,143.16,140.3,142.53,66435142
25/1/2023,140.89,142.43,138.81,141.86,65799349
26/1/2023,143.17,144.25,141.9,143.96,54105068
27/1/2023,143.16,147.23,143.08,145.93,70555843
30/1/2023,144.96,145.55,142.85,143,64015274
31/1/2023,142.7,144.34,142.28,144.29,65874459
1/2/2023,143.97,146.61,141.32,145.43,77663633
2/2/2023,148.9,151.18,148.17,150.82,118338980
3/2/2023,148.03,157.38,147.83,154.5,154357337
6/2/2023,152.57,153.1,150.78,151.73,69858306
7/2/2023,150.64,155.23,150.64,154.65,83322551
8/2/2023,153.88,154.58,151.17,151.92,64120079
9/2/2023,153.78,154.33,150.42,150.87,56007143
10/2/2023,149.46,151.34,149.22,151.01,57450708
13/2/2023,150.95,154.26,150.92,153.85,62199013
14/2/2023,152.12,153.77,150.86,153.2,61707573
15/2/2023,153.11,155.5,152.88,155.33,65669252
16/2/2023,153.51,156.33,153.35,153.71,68167942
17/2/2023,152.35,153,150.85,152.55,59144118
21/2/2023,150.2,151.3,148.41,148.48,58867230
22/2/2023,148.87,149.95,147.16,148.91,51011305
23/2/2023,150.09,150.34,147.24,149.4,48394249
24/2/2023,147.11,147.19,145.72,146.71,55469606
27/2/2023,147.71,149.17,147.45,147.92,44998470
28/2/2023,147.05,149.08,146.83,147.41,50546998
1/3/2023,146.83,147.23,145.01,145.31,55478991
2/3/2023,144.38,146.71,143.9,145.91,52279761
3/3/2023,148.04,151.11,147.33,151.03,70732297
6/3/2023,153.79,156.3,153.46,153.83,87558028
7/3/2023,153.7,154.03,151.13,151.6,56182028
8/3/2023,152.81,153.47,151.83,152.87,47204791
9/3/2023,153.56,154.54,150.23,150.59,53833582
10/3/2023,150.21,150.94,147.61,148.5,68572400
13/3/2023,147.81,153.14,147.7,150.47,84457122
14/3/2023,151.28,153.4,150.1,152.59,73695893
15/3/2023,151.19,153.25,149.92,152.99,77167866
16/3/2023,152.16,156.46,151.64,155.85,76254419
17/3/2023,156.08,156.74,154.28,155,98944633
20/3/2023,155.07,157.82,154.15,157.4,73641415
21/3/2023,157.32,159.4,156.54,159.28,73938285
22/3/2023,159.3,162.14,157.81,157.83,75701811
23/3/2023,158.83,161.55,157.68,158.93,67622060
24/3/2023,158.86,160.34,157.85,160.25,59256343
27/3/2023,159.94,160.77,157.87,158.28,52390266
28/3/2023,157.97,158.49,155.98,157.65,45992152
29/3/2023,159.37,161.05,159.35,160.77,51305691
30/3/2023,161.53,162.47,161.27,162.36,49501689
31/3/2023,162.44,165,161.91,164.9,68749792
3/4/2023,164.27,166.29,164.22,166.17,56976187
4/4/2023,166.6,166.84,165.11,165.63,46278295
5/4/2023,164.74,165.05,161.8,163.76,51511744
6/4/2023,162.43,164.96,162,164.66,45390123
10/4/2023,161.42,162.03,160.08,162.03,47716882
11/4/2023,162.35,162.36,160.51,160.8,47644217
12/4/2023,161.22,162.06,159.78,160.1,50133062
13/4/2023,161.63,165.8,161.42,165.56,68445649
14/4/2023,164.59,166.32,163.82,165.21,49386480
17/4/2023,165.09,165.39,164.03,165.23,41516217
18/4/2023,166.1,167.41,165.65,166.47,49923008
19/4/2023,165.8,168.16,165.54,167.63,47720166
20/4/2023,166.09,167.87,165.56,166.65,52456377
21/4/2023,165.05,166.45,164.49,165.02,58337341
24/4/2023,165,165.6,163.89,165.33,41949581
25/4/2023,165.19,166.31,163.73,163.77,48714063
26/4/2023,163.06,165.28,162.8,163.76,45498796
27/4/2023,165.19,168.56,165.19,168.41,64902329
28/4/2023,168.49,169.85,167.88,169.68,55275851
1/5/2023,169.28,170.45,168.64,169.59,52472936
2/5/2023,170.09,170.35,167.54,168.54,48425696
3/5/2023,169.5,170.92,167.16,167.45,65136018
4/5/2023,164.89,167.04,164.31,165.79,81235427
5/5/2023,170.98,174.3,170.76,173.57,113453171
8/5/2023,172.48,173.85,172.11,173.5,55962793
9/5/2023,173.05,173.54,171.6,171.77,45326874
10/5/2023,173.02,174.03,171.9,173.56,53724501
11/5/2023,173.85,174.59,172.17,173.75,49514676
12/5/2023,173.62,174.06,171,172.57,45533138
15/5/2023,173.16,173.21,171.47,172.07,37266659
16/5/2023,171.99,173.14,171.8,172.07,42110293
17/5/2023,171.71,172.93,170.42,172.69,57951604
18/5/2023,173,175.24,172.58,175.05,65496657
19/5/2023,176.39,176.39,174.94,175.16,55809475
22/5/2023,173.98,174.71,173.45,174.2,43570932
23/5/2023,173.13,173.38,171.28,171.56,50747263
24/5/2023,171.09,172.42,170.52,171.84,45143488
25/5/2023,172.41,173.9,171.69,172.99,56058258
26/5/2023,173.32,175.77,173.11,175.43,54834975
30/5/2023,176.96,178.99,176.57,177.3,55964401
31/5/2023,177.33,179.35,176.76,177.25,99625288
1/6/2023,177.7,180.12,176.93,180.09,68901809
2/6/2023,181.03,181.78,179.26,180.95,61996913
5/6/2023,182.63,184.95,178.04,179.58,121946497
6/6/2023,179.97,180.12,177.43,179.21,64848374
7/6/2023,178.44,181.21,177.32,177.82,61944615
8/6/2023,177.9,180.84,177.46,180.57,50214881
9/6/2023,181.5,182.23,180.63,180.96,48899973
12/6/2023,181.27,183.89,180.97,183.79,54754995
13/6/2023,182.8,184.15,182.44,183.31,54929129
14/6/2023,183.37,184.39,182.02,183.95,57462882
15/6/2023,183.96,186.52,183.78,186.01,65433166
16/6/2023,186.73,186.99,184.27,184.92,101256225
20/6/2023,184.41,186.1,184.41,185.01,49799092
21/6/2023,184.9,185.41,182.59,183.96,49515697
22/6/2023,183.74,187.05,183.67,187,51245327
23/6/2023,185.55,187.56,185.01,186.68,53116996
26/6/2023,186.83,188.05,185.23,185.27,48088661
27/6/2023,185.89,188.39,185.67,188.06,50730846
28/6/2023,187.93,189.9,187.6,189.25,51216801
29/6/2023,189.08,190.07,188.94,189.59,46347308
30/6/2023,191.63,194.48,191.26,193.97,85213216
3/7/2023,193.78,193.88,191.76,192.46,31458198
5/7/2023,191.57,192.98,190.62,191.33,46920261
6/7/2023,189.84,192.02,189.2,191.81,45156009
7/7/2023,191.41,192.67,190.24,190.68,46814998
10/7/2023,189.26,189.99,187.04,188.61,59922163
11/7/2023,189.16,189.3,186.6,188.08,46638119
12/7/2023,189.68,191.7,188.47,189.77,60750248
13/7/2023,190.5,191.19,189.78,190.54,41342338
14/7/2023,190.23,191.18,189.63,190.69,41616242
17/7/2023,191.9,194.32,191.81,193.99,50520159
18/7/2023,193.35,194.33,192.42,193.73,48353774
19/7/2023,193.1,198.23,192.65,195.1,80507323
20/7/2023,195.09,196.47,192.5,193.13,59581196
21/7/2023,194.1,194.97,191.23,191.94,71951683
24/7/2023,193.41,194.91,192.25,192.75,45505097
25/7/2023,193.33,194.44,192.92,193.62,37283201
26/7/2023,193.67,195.64,193.32,194.5,47471868
27/7/2023,196.02,197.2,192.55,193.22,47460180
28/7/2023,194.67,196.63,194.14,195.83,48291443
31/7/2023,196.06,196.49,195.26,196.45,38824113
1/8/2023,196.24,196.73,195.28,195.61,35281426
2/8/2023,195.04,195.18,191.85,192.58,50389327
3/8/2023,191.57,192.37,190.69,191.17,62243282
4/8/2023,185.52,187.38,181.92,181.99,115956841
7/8/2023,182.13,183.13,177.35,178.85,97576069
8/8/2023,179.69,180.27,177.58,179.8,67823003
9/8/2023,180.87,180.93,177.01,178.19,60378492
10/8/2023,179.48,180.75,177.6,177.97,54686851
11/8/2023,177.32,178.62,176.55,177.79,52036672
14/8/2023,177.97,179.69,177.31,179.46,43675627
15/8/2023,178.88,179.48,177.05,177.45,43622593
16/8/2023,177.13,178.54,176.5,176.57,46964857
17/8/2023,177.14,177.51,173.48,174,66062882
18/8/2023,172.3,175.1,171.96,174.49,61172150
21/8/2023,175.07,176.13,173.74,175.84,46311879
22/8/2023,177.06,177.68,176.25,177.23,42084245
23/8/2023,178.52,181.55,178.33,181.12,52722752
24/8/2023,180.67,181.1,176.01,176.38,54945798
25/8/2023,177.38,179.15,175.82,178.61,51449594
28/8/2023,180.09,180.59,178.55,180.19,43820697
29/8/2023,179.7,184.9,179.5,184.12,53003948
30/8/2023,184.94,187.85,184.74,187.65,60813888
31/8/2023,187.84,189.12,187.48,187.87,60794467
1/9/2023,189.49,189.92,188.28,189.46,45766503
5/9/2023,188.28,189.98,187.61,189.7,45280027
6/9/2023,188.4,188.85,181.47,182.91,81755816
7/9/2023,175.18,178.21,173.54,177.56,112488803
8/9/2023,178.35,180.24,177.79,178.18,65602066
11/9/2023,180.07,180.3,177.34,179.36,58953052
12/9/2023,179.49,180.13,174.82,176.3,90370192
13/9/2023,176.51,177.3,173.98,174.21,84267928
14/9/2023,174,176.1,173.58,175.74,60895757
15/9/2023,176.48,176.5,173.82,175.01,109259461
18/9/2023,176.48,179.38,176.17,177.97,67257573
19/9/2023,177.52,179.63,177.13,179.07,51826941
20/9/2023,179.26,179.7,175.4,175.49,58436181
21/9/2023,174.55,176.3,173.86,173.93,63149116
22/9/2023,174.67,177.08,174.05,174.79,56725385
25/9/2023,174.2,176.97,174.15,176.08,46172740
26/9/2023,174.82,175.2,171.66,171.96,64588945
27/9/2023,172.62,173.04,169.05,170.43,66921808
28/9/2023,169.34,172.03,167.62,170.69,56294419
29/9/2023,172.02,173.07,170.34,171.21,51861083
2/10/2023,171.22,174.3,170.93,173.75,52164535
3/10/2023,172.26,173.63,170.82,172.4,49594613
4/10/2023,171.09,174.21,170.97,173.66,53020286
5/10/2023,173.79,175.45,172.68,174.91,48527918
6/10/2023,173.8,177.99,173.18,177.49,57266675
9/10/2023,176.81,179.05,175.8,178.99,42390772
10/10/2023,178.1,179.72,177.95,178.39,43698019
11/10/2023,178.2,179.85,177.6,179.8,47551098
12/10/2023,180.07,182.34,179.04,180.71,56743119
13/10/2023,181.42,181.93,178.14,178.85,51456082
16/10/2023,176.75,179.08,176.51,178.72,52516984
17/10/2023,176.65,178.42,174.8,177.15,57549350
18/10/2023,175.58,177.58,175.11,175.84,54764375
19/10/2023,176.04,177.84,175.19,175.46,59302863
20/10/2023,175.31,175.42,172.64,172.88,64244028
23/10/2023,170.91,174.01,169.93,173,55980109
24/10/2023,173.05,173.67,171.45,173.44,43816644
25/10/2023,171.88,173.06,170.65,171.1,57156962
26/10/2023,170.37,171.38,165.67,166.89,70625258
27/10/2023,166.91,168.96,166.83,168.22,58499129
30/10/2023,169.02,171.17,168.87,170.29,51130955
31/10/2023,169.35,170.9,167.9,170.77,44846017
1/11/2023,171,174.23,170.12,173.97,56934906
2/11/2023,175.52,177.78,175.46,177.57,77334752
3/11/2023,174.24,176.82,173.35,176.65,79829246
6/11/2023,176.38,179.43,176.21,179.23,63841310
7/11/2023,179.18,182.44,178.97,181.82,70529966
8/11/2023,182.35,183.45,181.59,182.89,49340282
9/11/2023,182.96,184.12,181.81,182.41,53763540
10/11/2023,183.97,186.57,183.53,186.4,66177922
13/11/2023,185.82,186.03,184.21,184.8,43627519
14/11/2023,187.7,188.11,186.3,187.44,60108378
15/11/2023,187.85,189.5,187.78,188.01,53790499
16/11/2023,189.57,190.96,188.65,189.71,54412915
17/11/2023,190.25,190.38,188.57,189.69,50941404
20/11/2023,189.89,191.91,189.88,191.45,46538614
21/11/2023,191.41,191.52,189.74,190.64,38134485
22/11/2023,191.49,192.93,190.83,191.31,39630011
24/11/2023,190.87,190.9,189.25,189.97,24048344
27/11/2023,189.92,190.67,188.9,189.79,40552609
28/11/2023,189.78,191.08,189.4,190.4,38415419
29/11/2023,190.9,192.09,188.97,189.37,43014224
30/11/2023,189.84,190.32,188.19,189.95,48794366
1/12/2023,190.33,191.56,189.23,191.24,45704823
4/12/2023,189.98,190.05,187.45,189.43,43389519
5/12/2023,190.21,194.4,190.18,193.42,66628398
6/12/2023,194.45,194.76,192.11,192.32,41089737
7/12/2023,193.63,195,193.59,194.27,47477655
8/12/2023,194.2,195.99,193.67,195.71,53406358
11/12/2023,193.11,193.49,191.42,193.18,60943699
12/12/2023,193.08,194.72,191.72,194.71,52696900
13/12/2023,195.09,198,194.85,197.96,70404183
14/12/2023,198.02,199.62,196.16,198.11,66831572
15/12/2023,197.53,198.4,197,197.57,128538401
18/12/2023,196.09,196.63,194.39,195.89,55751861
19/12/2023,196.16,196.95,195.89,196.94,40714051
20/12/2023,196.9,197.68,194.83,194.83,52242815
21/12/2023,196.1,197.08,193.5,194.68,46482549
22/12/2023,195.18,195.41,192.97,193.6,37149570
26/12/2023,193.61,193.89,192.83,193.05,28919310
27/12/2023,192.49,193.5,191.09,193.15,48087681
28/12/2023,194.14,194.66,193.17,193.58,34049898
29/12/2023,193.9,194.4,191.73,192.53,42672148
2/1/2024,187.15,188.44,183.89,185.64,82488674
3/1/2024,184.22,185.88,183.43,184.25,58414460
4/1/2024,182.15,183.09,180.88,181.91,71983570
5/1/2024,181.99,182.76,180.17,181.18,62379661
8/1/2024,182.09,185.6,181.5,185.56,59144470
9/1/2024,183.92,185.15,182.73,185.14,42841809
10/1/2024,184.35,186.4,183.92,186.19,46792908
11/1/2024,186.54,187.05,183.62,185.59,49128408
12/1/2024,186.06,186.74,185.19,185.92,40477782
16/1/2024,182.16,184.26,180.93,183.63,65603041
17/1/2024,181.27,182.93,180.3,182.68,47317433
18/1/2024,186.09,189.14,185.83,188.63,78005754
19/1/2024,189.33,191.95,188.82,191.56,68902985
22/1/2024,192.3,195.33,192.26,193.89,60133852
23/1/2024,195.02,195.75,193.83,195.18,42355590
24/1/2024,195.42,196.38,194.34,194.5,53631316
25/1/2024,195.22,196.27,193.11,194.17,54822126
26/1/2024,194.27,194.76,191.94,192.42,44594011
29/1/2024,192.01,192.2,189.58,191.73,47145622
30/1/2024,190.94,191.8,187.47,188.04,55859370
31/1/2024,187.04,187.1,184.35,184.4,55467803
1/2/2024,183.99,186.95,183.82,186.86,64885408
2/2/2024,179.86,187.33,179.25,185.85,102551680
5/2/2024,188.15,189.25,185.84,187.68,69668820
6/2/2024,186.86,189.31,186.77,189.3,43490759
7/2/2024,190.64,191.05,188.61,189.41,53438955
8/2/2024,189.39,189.54,187.35,188.32,40962046
9/2/2024,188.65,189.99,188,188.85,45155216
12/2/2024,188.42,188.67,186.79,187.15,41781934
13/2/2024,185.77,186.21,183.51,185.04,56529529
14/2/2024,185.32,185.53,182.44,184.15,54630517
15/2/2024,183.55,184.49,181.35,183.86,65434496
16/2/2024,183.42,184.85,181.67,182.31,49752465
20/2/2024,181.79,182.43,180,181.56,53665553
21/2/2024,181.94,182.89,180.66,182.32,41529674
